Species,Genome_UUID,DB_name,Source_name,Source_URL,Description
gallus_gallus_gca016700215v2,bfaa50bb-4692-4097-b1e4-aab2f856405c,gallus_gallus_gca016700215v2_core_110_7,Ensembl,https://rapid.ensembl.org/info/genome/genebuild/full_genebuild.html,Annotated
glycine_max,17ab5873-5000-41a8-a78d-105d01573c28,glycine_max_core_57_110_4,JGI,https://doi.org/10.1126/science.1231707,Imported
homo_sapiens_37,3704ceb1-948d-11ec-a39d-005056b38ce3,homo_sapiens_37_core_110_37,GENCODE,https://gencodegenes.org,Annotated
homo_sapiens,a7335667-93e7-11ec-a39d-005056b38ce3,homo_sapiens_core_110_38,GENCODE,https://gencodegenes.org,Annotated
homo_sapiens_gca009914755v4,4c07817b-c7c5-463f-8624-982286bc4355,homo_sapiens_gca009914755v4_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018466835v1,df605024-0fbb-47eb-8769-4ef47d76d04c,homo_sapiens_gca018466835v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018466845v1,889b2755-df98-40f0-bd06-47f314fd36d2,homo_sapiens_gca018466845v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018466855v1,d7ead350-309e-4821-9b7a-31d9ce8197a9,homo_sapiens_gca018466855v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018466985v1,f544f1e8-1d21-4667-883b-7a6a43022962,homo_sapiens_gca018466985v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018467005v1,fc3df422-514f-4b31-a9fb-a1b6ddd762d4,homo_sapiens_gca018467005v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018467015v1,36e70e3a-1374-452b-bd69-fcdb71e9d75c,homo_sapiens_gca018467015v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018467155v1,e62c9bbf-86af-4b92-8f0f-e8841ec4195e,homo_sapiens_gca018467155v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018467165v1,ef299a72-e235-4c94-b0b7-e3ff0630fbec,homo_sapiens_gca018467165v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018469405v1,6c00adb0-f094-4baa-b8be-3b457e917267,homo_sapiens_gca018469405v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018469415v1,2020e8d5-4d87-47af-be78-0b15e48970a7,homo_sapiens_gca018469415v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018469425v1,114e90e0-aa35-4af6-9204-267c988328c3,homo_sapiens_gca018469425v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018469665v1,69ba5f9d-0f47-4da3-960c-9810a59ee0cd,homo_sapiens_gca018469665v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018469675v1,cd05419f-0977-40c3-8957-fa82b5b6dbe9,homo_sapiens_gca018469675v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018469685v1,463be090-4560-40c6-b184-af666d265c6c,homo_sapiens_gca018469685v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018469695v1,8f301368-ae07-46c9-8497-d4465cb9a8d0,homo_sapiens_gca018469695v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018469705v1,932f1b21-8046-46b8-8a2a-4dcb0ad55892,homo_sapiens_gca018469705v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018469865v1,d59ff3ce-5b5a-4102-a534-980d63ce5e22,homo_sapiens_gca018469865v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018469875v1,75b7ac15-6373-4ad5-9fb7-23813a5355a4,homo_sapiens_gca018469875v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018469925v1,ef282def-9a17-4b35-a344-0f0c559e54ab,homo_sapiens_gca018469925v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018469935v1,f167ff7b-e5d5-4d88-89f5-6ffab1fb343b,homo_sapiens_gca018469935v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018469945v1,691274c4-00a1-4ede-8bf9-1c53ccead533,homo_sapiens_gca018469945v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018469955v1,75156a18-47e0-4e59-8593-eaae7829e5ba,homo_sapiens_gca018469955v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018469965v1,c28144ee-a635-4fb7-afb2-4cefd710d4e5,homo_sapiens_gca018469965v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018470425v1,cd28bb60-0077-4030-bfe5-20603ab84368,homo_sapiens_gca018470425v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018470435v1,fb40b884-a08c-432d-8026-4b8cd0aec53b,homo_sapiens_gca018470435v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018470445v1,52f1b3da-064d-405c-9626-d2e3f7069423,homo_sapiens_gca018470445v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018470455v1,f10945c8-6917-4e97-ae18-53f618fbfa15,homo_sapiens_gca018470455v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018470465v1,5410c91b-b99d-4a7f-b25d-243b623197c9,homo_sapiens_gca018470465v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018471065v1,b9582605-8ca1-4731-a3ab-a4111b2c1c00,homo_sapiens_gca018471065v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018471075v1,c31a91a1-0e68-452a-8c98-10c383c3f98d,homo_sapiens_gca018471075v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018471085v1,efb8ec1c-73aa-40e6-9280-e062f3c024ae,homo_sapiens_gca018471085v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018471095v1,0eece536-5bfb-442c-aaf2-d3c56cef5e75,homo_sapiens_gca018471095v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018471105v1,ebc4a976-8daa-4d73-9424-264811baa2fb,homo_sapiens_gca018471105v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018471345v1,68bc65fa-aad3-4a44-adc5-d05b500b52ac,homo_sapiens_gca018471345v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018471515v1,c54a9a5a-2f11-41e1-aeca-873933dc3ee0,homo_sapiens_gca018471515v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018471525v1,a0f73c3d-8a6b-4024-b8e6-5ef3babd6166,homo_sapiens_gca018471525v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018471535v1,c5646bf4-e7c5-446f-8c09-b84cde6daf62,homo_sapiens_gca018471535v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018471545v1,93a90edf-3f40-47cd-95ab-f0086977f3f2,homo_sapiens_gca018471545v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018471555v1,8a08b8db-ec11-4fe3-8ec2-7485ef877152,homo_sapiens_gca018471555v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018472565v1,d7c7f211-336d-4245-8233-5d82e4f60c64,homo_sapiens_gca018472565v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018472575v1,c5add743-a0fe-4fb4-b648-851e291cc05b,homo_sapiens_gca018472575v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018472585v1,d142cee3-efe5-44d4-b645-76feaa1add0b,homo_sapiens_gca018472585v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018472595v1,8d432f0a-eeb9-4609-b1d8-317ef3511703,homo_sapiens_gca018472595v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018472605v1,feb866f5-ad6e-40c0-a173-ffa6c19c70f2,homo_sapiens_gca018472605v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018472685v1,60cc8eff-d99c-4c00-898f-ac75af018e4f,homo_sapiens_gca018472685v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018472695v1,dae26260-9e8c-4c3d-abe7-ed16e057997b,homo_sapiens_gca018472695v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018472705v1,1cbcb690-eef2-4b69-a3da-c2db949229b7,homo_sapiens_gca018472705v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018472715v1,edc91aeb-288d-41fb-a137-8156bfa24f14,homo_sapiens_gca018472715v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018472725v1,431b66cf-5883-42b3-97c5-7407c7d00376,homo_sapiens_gca018472725v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018472765v1,e0232c0a-b1fb-4f22-bdc1-bb86c5818a09,homo_sapiens_gca018472765v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018472825v1,9cc516a8-529e-4919-a429-0d7032e295c9,homo_sapiens_gca018472825v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018472835v1,dc98237b-2a1d-4eef-885d-6255d80fea67,homo_sapiens_gca018472835v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018472845v1,5d2052b4-9d7a-46a5-bb85-d89d0656459a,homo_sapiens_gca018472845v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018472855v1,8e42ee2c-7a61-4840-ba1e-aae280168000,homo_sapiens_gca018472855v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018472865v1,aa67a6ec-fa98-4051-b3cb-35ac263df95d,homo_sapiens_gca018472865v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018473295v1,65d4f21f-695a-4ed0-be67-5732a551fea4,homo_sapiens_gca018473295v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018473305v1,f8f527ab-2f72-4676-8860-7ab8504b52d7,homo_sapiens_gca018473305v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018473315v1,9caa2cae-d1c8-4cfc-9ffd-2e13bc3e95b1,homo_sapiens_gca018473315v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018503245v1,b0e6274c-9d1c-4cce-a296-2acdc89d94a4,homo_sapiens_gca018503245v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018503255v1,b2e719b8-91d6-48e4-9410-bf5ec1eec1bd,homo_sapiens_gca018503255v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018503265v1,8ee9a7bd-94b6-4f64-8097-180eb0c42eed,homo_sapiens_gca018503265v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018503275v1,531ab056-b3b5-4402-bd4e-1d711dc046cb,homo_sapiens_gca018503275v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018503285v1,ff7a2ba3-b5ce-4c24-b452-c0b56fcf16fa,homo_sapiens_gca018503285v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018503525v1,a243824f-8ac4-4310-870e-c61430f7f49b,homo_sapiens_gca018503525v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018503575v1,38648b93-6db7-44f7-9d9a-72c517100d38,homo_sapiens_gca018503575v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018503585v1,bd6bfb90-bd5e-46ee-9799-6da19beb7927,homo_sapiens_gca018503585v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018504045v1,c1d4cef8-a96a-442e-82d4-9291f8d9d961,homo_sapiens_gca018504045v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018504055v1,c6b529c7-2327-4aa8-ba4e-4e2379c39764,homo_sapiens_gca018504055v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018504065v1,d278fb8c-5693-482e-a97d-13b5b9d1b828,homo_sapiens_gca018504065v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018504075v1,4e357550-7c34-4fb2-b766-6d803e04bc8e,homo_sapiens_gca018504075v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018504085v1,bc23b9d8-e43d-490c-9e33-48a776b0b452,homo_sapiens_gca018504085v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018504365v1,08b99cae-d007-4284-b20b-9f222827edb6,homo_sapiens_gca018504365v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018504375v1,9dffd0e5-51c7-4abc-bb51-52cd3165babe,homo_sapiens_gca018504375v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018504625v1,55bd3d43-2835-4dae-90da-95ff61d5d496,homo_sapiens_gca018504625v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018504635v1,4c4bef1e-611a-44f2-b359-fa9a47f16252,homo_sapiens_gca018504635v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018504645v1,b6b019db-e3f8-468d-9d07-6475597b81b0,homo_sapiens_gca018504645v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018504655v1,48b1b849-3b73-4242-ae83-af2290aeb071,homo_sapiens_gca018504655v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018504665v1,bef6ae02-d671-44d1-9317-792c019ebdd1,homo_sapiens_gca018504665v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018505825v1,1220d766-6fcb-4b80-9106-121f238c0b3d,homo_sapiens_gca018505825v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018505835v1,87089938-e674-4120-be15-ffb5ea2e990a,homo_sapiens_gca018505835v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018505845v1,eaebb454-7987-44b3-b52a-e23bf138b2fa,homo_sapiens_gca018505845v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018505855v1,2dae4886-5dca-455e-80fc-bb308ea06c93,homo_sapiens_gca018505855v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018505865v1,8364a820-5485-42d7-a648-1a5eeb858319,homo_sapiens_gca018505865v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018506125v1,3b8eeeab-70e0-4200-a279-9864849556b3,homo_sapiens_gca018506125v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018506155v1,a2660ec1-cfc1-497b-be61-fe2c74a1ae7d,homo_sapiens_gca018506155v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018506165v1,f14141ae-9202-4639-a7db-6b5b4700e8fb,homo_sapiens_gca018506165v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018506945v1,9d8a59db-8b9a-47cd-b137-9398c554bc73,homo_sapiens_gca018506945v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018506955v1,7f26ea2b-57a2-49ba-842e-a4eb7b84b2e4,homo_sapiens_gca018506955v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018506965v1,72302b6c-69e6-49f9-9bb7-cef922e8efcd,homo_sapiens_gca018506965v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018506975v1,1ce32b94-d03b-49e9-9aac-fa6ce62e974f,homo_sapiens_gca018506975v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018852585v1,3d5ca882-670d-4d17-85dc-15185738c40a,homo_sapiens_gca018852585v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018852595v1,7569f6f1-e742-4e50-a829-1e8f2dd6db87,homo_sapiens_gca018852595v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018852605v1,63b4ffbf-0147-4aa7-b0af-7575bb822740,homo_sapiens_gca018852605v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca018852615v1,c3dcaca8-aaee-479f-aad8-c7a5e17b7e10,homo_sapiens_gca018852615v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca021950905v1,56d9b469-097f-48a7-8501-c8416bcbcdfb,homo_sapiens_gca021950905v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
homo_sapiens_gca021951015v1,af073c3e-d087-46b0-bb62-310e89982450,homo_sapiens_gca021951015v1_core_110_1,Ensembl,https://projects.ensembl.org/hprc/,Annotated
hordeum_vulgare,e355c9df-75a2-411b-a470-36897d4f1515,hordeum_vulgare_core_57_110_4,IPK,http://doi.org/10.5447/ipk/2021/3,Imported
hordeum_vulgare_goldenpromise,c1c7302d-cd35-45d1-8281-ae337b7d1e29,hordeum_vulgare_goldenpromise_core_57_110_1,IRHS,https://iris.angers.inra.fr/gddh13/,Imported
macaca_mulatta,0b534dfd-97d5-4acc-a242-f31604237a6a,macaca_mulatta_core_110_10,Ensembl,https://rapid.ensembl.org/info/genome/genebuild/full_genebuild.html,Annotated
medicago_truncatula,61db3dd6-9137-4a69-9b47-be4ef1b9697c,medicago_truncatula_core_57_110_2,IMGAG,https://gerit.org/en/institutiondetail/19714,Imported
megaderma_lyra_gca004026885v1,e013c711-e615-45bc-91de-7e2058982079,megaderma_lyra_gca004026885v1_core_110_1,Ensembl,https://rapid.ensembl.org/info/genome/genebuild/full_genebuild.html,Annotated
monodelphis_domestica,385f8f7f-00bd-42f4-b057-f04d0d1e6cb3,monodelphis_domestica_core_110_1,Ensembl,https://rapid.ensembl.org/info/genome/genebuild/full_genebuild.html,Annotated
mus_caroli,d1d26e8d-cd86-4c69-b2d3-13bfd702b033,mus_caroli_core_110_11,Mouse Genomes Project,https://www.sanger.ac.uk/data/mouse-genomes-project/,Annotated
mus_musculus_129s1svimj,0e1a1b4a-efe8-43cc-9220-b5d93015cba6,mus_musculus_129s1svimj_core_110_1,Mouse Genomes Project,https://www.sanger.ac.uk/data/mouse-genomes-project/,Annotated
mus_musculus_aj,7c4c8bc7-ccac-419f-af7f-a1d66989bc3b,mus_musculus_aj_core_110_1,Mouse Genomes Project,https://www.sanger.ac.uk/data/mouse-genomes-project/,Annotated
mus_musculus_akrj,70b02cf3-d006-4a08-a09a-ade8adacbb5f,mus_musculus_akrj_core_110_1,Mouse Genomes Project,https://www.sanger.ac.uk/data/mouse-genomes-project/,Annotated
mus_musculus_balbcj,1aa1f192-8cfe-4ed4-8ab6-6a61b1ea83de,mus_musculus_balbcj_core_110_1,Mouse Genomes Project,https://www.sanger.ac.uk/data/mouse-genomes-project/,Annotated
mus_musculus_c3hhej,48f1af8a-ee77-483a-a11a-8d1d0ef5fee3,mus_musculus_c3hhej_core_110_1,Mouse Genomes Project,https://www.sanger.ac.uk/data/mouse-genomes-project/,Annotated
mus_musculus_c57bl6nj,87964757-f093-4380-a12b-5cf8129497d6,mus_musculus_c57bl6nj_core_110_1,Mouse Genomes Project,https://www.sanger.ac.uk/data/mouse-genomes-project/,Annotated
mus_musculus_casteij,da1b2b5d-54cd-4c54-826d-ecb5cf27b28d,mus_musculus_casteij_core_110_1,Mouse Genomes Project,https://www.sanger.ac.uk/data/mouse-genomes-project/,Annotated
mus_musculus_cbaj,2afef36f-3660-4b8c-819b-d1e5a77c9918,mus_musculus_cbaj_core_110_1,Mouse Genomes Project,https://www.sanger.ac.uk/data/mouse-genomes-project/,Annotated
mus_musculus,8bce37f6-5353-4fb4-962f-f7e9a6c4303d,mus_musculus_core_110_39,GENCODE,https://gencodegenes.org,Annotated
mus_musculus_dba2j,75040b5b-abb5-4913-8bd3-af4b4777fa87,mus_musculus_dba2j_core_110_1,Mouse Genomes Project,https://www.sanger.ac.uk/data/mouse-genomes-project/,Annotated
